CalendarYear,CalendarPeriod,CalendarWeek,ServiceGroup4,ProdGrp1,OpJourneys on selDates,OpMiles on selDates,
2021,2021/P02,2021/W07,East Suburban,Off-Peak,"4,898","83,682",
2021,2021/P02,2021/W07,eXpress,Off-Peak,"3,483","132,539",
2021,2021/P02,2021/W07,Inter7City,Off-Peak,"5,769","321,659",
2021,2021/P02,2021/W07,Scenic,Off-Peak,"1,364","43,437",
2021,2021/P02,2021/W07,West Suburban,Off-Peak,"47,996","363,350",
2021,2021/P02,2021/W07,East Suburban,Peak,"8,852","141,770",
2021,2021/P02,2021/W07,eXpress,Peak,"3,464","103,811",
2021,2021/P02,2021/W07,Inter7City,Peak,"6,338","281,394",
2021,2021/P02,2021/W07,Scenic,Peak,"2,308","64,541",
2021,2021/P02,2021/W07,West Suburban,Peak,"43,613","411,787",
2021,2021/P02,2021/W08,East Suburban,Commuter,"5,398","93,549",
2021,2021/P02,2021/W08,eXpress,Commuter,"2,205","62,412",
2021,2021/P02,2021/W08,Inter7City,Commuter,"2,448","56,842",
2021,2021/P02,2021/W08,Scenic,Commuter,"2,244","34,348",
2021,2021/P02,2021/W08,West Suburban,Commuter,"36,121","307,352",
2021,2021/P02,2021/W08,East Suburban,Off-Peak,"5,733","94,645",
2021,2021/P02,2021/W08,eXpress,Off-Peak,"3,939","150,379",
2021,2021/P02,2021/W08,Inter7City,Off-Peak,"7,234","406,953",
2021,2021/P02,2021/W08,Scenic,Off-Peak,"1,614","57,237",
2021,2021/P02,2021/W08,West Suburban,Off-Peak,"56,015","429,768",
2021,2021/P02,2021/W08,East Suburban,Peak,"9,369","149,484",
2021,2021/P02,2021/W08,eXpress,Peak,"3,403","102,244",
2021,2021/P02,2021/W08,Inter7City,Peak,"7,238","326,916",
2021,2021/P02,2021/W08,Scenic,Peak,"2,222","66,695",
2021,2021/P02,2021/W08,West Suburban,Peak,"46,819","436,615",
2021,2021/P02,2021/W09,East Suburban,Commuter,"5,394","91,852",
2021,2021/P02,2021/W09,eXpress,Commuter,"2,182","60,054",
2021,2021/P02,2021/W09,Inter7City,Commuter,"2,520","59,450",
2021,2021/P02,2021/W09,Scenic,Commuter,"2,242","33,939",
2021,2021/P02,2021/W09,West Suburban,Commuter,"35,745","302,143",
2021,2021/P02,2021/W09,East Suburban,Off-Peak,"6,438","107,596",
2021,2021/P02,2021/W09,eXpress,Off-Peak,"4,463","170,449",
2021,2021/P02,2021/W09,Inter7City,Off-Peak,"7,963","456,832",
2021,2021/P02,2021/W09,Scenic,Off-Peak,"1,701","61,105",
2021,2021/P02,2021/W09,West Suburban,Off-Peak,"60,944","484,403",
2021,2021/P02,2021/W09,East Suburban,Peak,"9,712","153,626",
2021,2021/P02,2021/W09,eXpress,Peak,"3,718","111,267",
2021,2021/P02,2021/W09,Inter7City,Peak,"8,024","348,175",
2021,2021/P02,2021/W09,Scenic,Peak,"2,515","73,024",
2021,2021/P02,2021/W09,West Suburban,Peak,"50,577","480,903",
2021,2021/P03,2021/W10,East Suburban,Commuter,"5,104","86,995",
2021,2021/P03,2021/W10,eXpress,Commuter,"2,149","61,468",
2021,2021/P03,2021/W10,Inter7City,Commuter,"2,497","59,520",
2021,2021/P03,2021/W10,Scenic,Commuter,"2,245","34,215",
2021,2021/P03,2021/W10,West Suburban,Commuter,"35,468","299,215",
2021,2021/P03,2021/W10,East Suburban,Off-Peak,"6,258","104,839",
2021,2021/P03,2021/W10,eXpress,Off-Peak,"4,871","186,352",
2021,2021/P03,2021/W10,Inter7City,Off-Peak,"8,746","506,283",
2021,2021/P03,2021/W10,Scenic,Off-Peak,"1,950","69,513",
2021,2021/P03,2021/W10,West Suburban,Off-Peak,"62,372","497,083",
2021,2021/P03,2021/W10,East Suburban,Peak,"10,210","162,897",
2021,2021/P03,2021/W10,eXpress,Peak,"3,972","120,683",
2021,2021/P03,2021/W10,Inter7City,Peak,"8,197","356,621",
2021,2021/P03,2021/W10,Scenic,Peak,"2,674","81,382",
2021,2021/P03,2021/W10,West Suburban,Peak,"52,752","499,585",
2021,2021/P03,2021/W11,East Suburban,Commuter,"5,187","85,513",
2021,2021/P03,2021/W11,eXpress,Commuter,"2,254","63,573",
2021,2021/P03,2021/W11,Inter7City,Commuter,"2,900","65,880",
2021,2021/P03,2021/W11,Scenic,Commuter,"2,263","34,032",
2021,2021/P03,2021/W11,West Suburban,Commuter,"36,461","311,164",
2021,2021/P03,2021/W11,East Suburban,Off-Peak,"8,212","140,751",
2021,2021/P03,2021/W11,eXpress,Off-Peak,"6,138","234,601",
2021,2021/P03,2021/W11,Inter7City,Off-Peak,"9,842","556,396",
2021,2021/P03,2021/W11,Scenic,Off-Peak,"2,385","83,909",
2021,2021/P03,2021/W11,West Suburban,Off-Peak,"76,172","626,636",
2021,2021/P03,2021/W11,East Suburban,Peak,"11,815","184,671",
2021,2021/P03,2021/W11,eXpress,Peak,"4,698","143,648",
2021,2021/P03,2021/W11,Inter7City,Peak,"9,446","388,115",
2021,2021/P03,2021/W11,Scenic,Peak,"3,100","90,234",
2021,2021/P03,2021/W11,West Suburban,Peak,"59,508","569,956",
2021,2021/P03,2021/W12,East Suburban,Commuter,"5,143","86,487",
2021,2021/P03,2021/W12,eXpress,Commuter,"2,110","59,668",
2021,2021/P03,2021/W12,Inter7City,Commuter,"2,689","61,818",
2021,2021/P03,2021/W12,Scenic,Commuter,"2,347","36,095",
2021,2021/P03,2021/W12,West Suburban,Commuter,"36,228","307,253",
2021,2021/P03,2021/W12,East Suburban,Off-Peak,"7,856","133,935",
2021,2021/P03,2021/W12,eXpress,Off-Peak,"5,673","216,480",
2021,2021/P03,2021/W12,Inter7City,Off-Peak,"9,997","573,364",
2021,2021/P03,2021/W12,Scenic,Off-Peak,"2,354","83,299",
2021,2021/P03,2021/W12,West Suburban,Off-Peak,"72,020","588,282",
2021,2021/P03,2021/W12,East Suburban,Peak,"11,747","186,555",
2021,2021/P03,2021/W12,eXpress,Peak,"4,755","144,365",
2021,2021/P03,2021/W12,Inter7City,Peak,"9,574","417,060",
2021,2021/P03,2021/W12,Scenic,Peak,"3,228","100,726",
2021,2021/P03,2021/W12,West Suburban,Peak,"58,795","567,914",
2021,2021/P03,2021/W13,East Suburban,Commuter,"3,097","51,958",
2021,2021/P03,2021/W13,eXpress,Commuter,"1,336","37,467",
2021,2021/P03,2021/W13,Inter7City,Commuter,"1,600","37,118",
2021,2021/P03,2021/W13,Scenic,Commuter,"1,350","20,702",
2021,2021/P03,2021/W13,West Suburban,Commuter,"23,387","196,315",
2021,2021/P03,2021/W13,East Suburban,Off-Peak,"3,488","58,661",
2021,2021/P03,2021/W13,eXpress,Off-Peak,"2,823","109,679",
2021,2021/P03,2021/W13,Inter7City,Off-Peak,"4,452","270,701",
2021,2021/P03,2021/W13,Scenic,Off-Peak,"1,081","41,358",
2021,2021/P03,2021/W13,West Suburban,Off-Peak,"35,700","287,487",
2021,2021/P03,2021/W13,East Suburban,Peak,"6,784","109,082",
2021,2021/P03,2021/W13,eXpress,Peak,"2,546","79,618",
2021,2021/P03,2021/W13,Inter7City,Peak,"5,288","244,446",
2021,2021/P03,2021/W13,Scenic,Peak,"1,740","55,057",
2021,2021/P03,2021/W13,West Suburban,Peak,"35,269","344,748",
2021,2021/P04,2021/W14,East Suburban,Commuter,"5,056","87,063",
2021,2021/P04,2021/W14,eXpress,Commuter,"2,059","56,933",
2021,2021/P04,2021/W14,Inter7City,Commuter,"2,657","61,821",
2021,2021/P04,2021/W14,Scenic,Commuter,"2,156","32,377",
2021,2021/P04,2021/W14,West Suburban,Commuter,"36,780","312,765",
2021,2021/P04,2021/W14,East Suburban,Off-Peak,"15,780","277,372",
2021,2021/P04,2021/W14,eXpress,Off-Peak,"12,256","475,669",
2021,2021/P04,2021/W14,Inter7City,Off-Peak,"17,631","1,009,774",
2021,2021/P04,2021/W14,Scenic,Off-Peak,"4,400","151,773",
2021,2021/P04,2021/W14,West Suburban,Off-Peak,"137,991","1,272,712",
2021,2021/P04,2021/W14,East Suburban,Peak,"16,644","281,165",
2021,2021/P04,2021/W14,eXpress,Peak,"6,535","199,277",
2021,2021/P04,2021/W14,Inter7City,Peak,"14,593","709,288",
2021,2021/P04,2021/W14,Scenic,Peak,"4,787","162,154",
2021,2021/P04,2021/W14,West Suburban,Peak,"81,714","822,988",
2021,2021/P04,2021/W15,East Suburban,Commuter,"5,033","85,050",
2021,2021/P04,2021/W15,eXpress,Commuter,"2,099","58,794",
2021,2021/P04,2021/W15,Inter7City,Commuter,"2,979","66,276",
2021,2021/P04,2021/W15,Scenic,Commuter,"2,026","31,851",
2021,2021/P04,2021/W15,West Suburban,Commuter,"35,447","306,415",
2021,2021/P04,2021/W15,East Suburban,Off-Peak,"16,211","297,733",
2021,2021/P04,2021/W15,eXpress,Off-Peak,"10,771","411,331",
2021,2021/P04,2021/W15,Inter7City,Off-Peak,"15,576","829,398",
2021,2021/P04,2021/W15,Scenic,Off-Peak,"4,487","155,894",
2021,2021/P04,2021/W15,West Suburban,Off-Peak,"117,568","1,235,066",
2021,2021/P04,2021/W15,East Suburban,Peak,"14,550","241,468",
2021,2021/P04,2021/W15,eXpress,Peak,"5,731","180,549",
2021,2021/P04,2021/W15,Inter7City,Peak,"11,985","561,137",
2021,2021/P04,2021/W15,Scenic,Peak,"4,278","157,493",
2021,2021/P04,2021/W15,West Suburban,Peak,"69,519","710,125",
2021,2021/P04,2021/W16,East Suburban,Commuter,"6,900","115,743",
2021,2021/P04,2021/W16,eXpress,Commuter,"2,590","69,348",
2021,2021/P04,2021/W16,Inter7City,Commuter,"4,414","99,798",
2021,2021/P04,2021/W16,Scenic,Commuter,"2,570","41,230",
2021,2021/P04,2021/W16,West Suburban,Commuter,"43,677","387,624",
2021,2021/P04,2021/W16,East Suburban,Off-Peak,"17,176","329,215",
2021,2021/P04,2021/W16,eXpress,Off-Peak,"11,785","448,735",
2021,2021/P04,2021/W16,Inter7City,Off-Peak,"16,334","900,610",
2021,2021/P04,2021/W16,Scenic,Off-Peak,"5,231","202,384",
2021,2021/P04,2021/W16,West Suburban,Off-Peak,"125,801","1,420,860",
2021,2021/P04,2021/W16,East Suburban,Peak,"17,104","283,118",
2021,2021/P04,2021/W16,eXpress,Peak,"6,870","218,484",
2021,2021/P04,2021/W16,Inter7City,Peak,"13,609","620,806",
2021,2021/P04,2021/W16,Scenic,Peak,"5,315","184,662",
2021,2021/P04,2021/W16,West Suburban,Peak,"80,177","824,086",
2021,2021/P04,2021/W17,East Suburban,Commuter,"7,538","127,021",
2021,2021/P04,2021/W17,eXpress,Commuter,"3,014","80,425",
2021,2021/P04,2021/W17,Inter7City,Commuter,"4,503","99,216",
2021,2021/P04,2021/W17,Scenic,Commuter,"2,837","45,705",
2021,2021/P04,2021/W17,West Suburban,Commuter,"48,731","447,909",
2021,2021/P04,2021/W17,East Suburban,Off-Peak,"30,447","557,242",
2021,2021/P04,2021/W17,eXpress,Off-Peak,"22,019","808,586",
2021,2021/P04,2021/W17,Inter7City,Off-Peak,"27,979","1,416,668",
2021,2021/P04,2021/W17,Scenic,Off-Peak,"11,253","400,677",
2021,2021/P04,2021/W17,West Suburban,Off-Peak,"229,677","2,362,238",
2021,2021/P04,2021/W17,East Suburban,Peak,"23,155","394,693",
2021,2021/P04,2021/W17,eXpress,Peak,"9,570","295,175",
2021,2021/P04,2021/W17,Inter7City,Peak,"19,084","868,150",
2021,2021/P04,2021/W17,Scenic,Peak,"8,604","303,981",
2021,2021/P04,2021/W17,West Suburban,Peak,"113,283","1,213,376",
2021,2021/P05,2021/W18,East Suburban,Commuter,"6,915","116,050",
2021,2021/P05,2021/W18,eXpress,Commuter,"2,620","67,563",
2021,2021/P05,2021/W18,Inter7City,Commuter,"4,033","88,695",
2021,2021/P05,2021/W18,Scenic,Commuter,"2,464","40,577",
2021,2021/P05,2021/W18,West Suburban,Commuter,"45,563","435,530",
2021,2021/P05,2021/W18,East Suburban,Off-Peak,"33,145","602,121",
2021,2021/P05,2021/W18,eXpress,Off-Peak,"23,588","848,980",
2021,2021/P05,2021/W18,Inter7City,Off-Peak,"31,617","1,579,088",
2021,2021/P05,2021/W18,Scenic,Off-Peak,"12,636","448,751",
2021,2021/P05,2021/W18,West Suburban,Off-Peak,"234,394","2,428,960",
2021,2021/P05,2021/W18,East Suburban,Peak,"22,268","391,759",
2021,2021/P05,2021/W18,eXpress,Peak,"9,319","288,865",
2021,2021/P05,2021/W18,Inter7City,Peak,"19,461","907,188",
2021,2021/P05,2021/W18,Scenic,Peak,"9,132","341,631",
2021,2021/P05,2021/W18,West Suburban,Peak,"110,368","1,252,520",
2021,2021/P05,2021/W19,East Suburban,Commuter,"8,139","136,892",
2021,2021/P05,2021/W19,eXpress,Commuter,"3,109","81,254",
2021,2021/P05,2021/W19,Inter7City,Commuter,"4,445","101,328",
2021,2021/P05,2021/W19,Scenic,Commuter,"3,070","51,163",
2021,2021/P05,2021/W19,West Suburban,Commuter,"54,751","528,148",
2021,2021/P05,2021/W19,East Suburban,Off-Peak,"31,380","593,126",
2021,2021/P05,2021/W19,eXpress,Off-Peak,"23,660","875,352",
2021,2021/P05,2021/W19,Inter7City,Off-Peak,"32,022","1,718,969",
2021,2021/P05,2021/W19,Scenic,Off-Peak,"13,274","497,656",
2021,2021/P05,2021/W19,West Suburban,Off-Peak,"229,148","2,449,777",
2021,2021/P05,2021/W19,East Suburban,Peak,"25,405","451,229",
2021,2021/P05,2021/W19,eXpress,Peak,"10,775","340,153",
2021,2021/P05,2021/W19,Inter7City,Peak,"21,631","1,058,173",
2021,2021/P05,2021/W19,Scenic,Peak,"9,951","386,052",
2021,2021/P05,2021/W19,West Suburban,Peak,"126,129","1,440,243",
2021,2021/P05,2021/W20,East Suburban,Commuter,"7,569","130,333",
2021,2021/P05,2021/W20,eXpress,Commuter,"3,059","79,704",
2021,2021/P05,2021/W20,Inter7City,Commuter,"4,449","97,503",
2021,2021/P05,2021/W20,Scenic,Commuter,"3,060","49,803",
2021,2021/P05,2021/W20,West Suburban,Commuter,"55,276","553,858",
2021,2021/P05,2021/W20,East Suburban,Off-Peak,"39,066","779,171",
2021,2021/P05,2021/W20,eXpress,Off-Peak,"24,824","932,486",
2021,2021/P05,2021/W20,Inter7City,Off-Peak,"34,265","1,795,022",
2021,2021/P05,2021/W20,Scenic,Off-Peak,"16,364","640,400",
2021,2021/P05,2021/W20,West Suburban,Off-Peak,"217,755","2,338,464",
2021,2021/P05,2021/W20,East Suburban,Peak,"27,352","500,494",
2021,2021/P05,2021/W20,eXpress,Peak,"10,300","327,126",
2021,2021/P05,2021/W20,Inter7City,Peak,"22,127","1,047,076",
2021,2021/P05,2021/W20,Scenic,Peak,"12,303","505,491",
2021,2021/P05,2021/W20,West Suburban,Peak,"120,585","1,447,989",
2021,2021/P05,2021/W21,East Suburban,Commuter,"7,561","130,425",
2021,2021/P05,2021/W21,eXpress,Commuter,"2,760","71,818",
2021,2021/P05,2021/W21,Inter7City,Commuter,"4,334","98,429",
2021,2021/P05,2021/W21,Scenic,Commuter,"3,113","50,168",
2021,2021/P05,2021/W21,West Suburban,Commuter,"53,381","532,451",
2021,2021/P05,2021/W21,East Suburban,Off-Peak,"44,454","877,036",
2021,2021/P05,2021/W21,eXpress,Off-Peak,"27,722","1,041,379",
2021,2021/P05,2021/W21,Inter7City,Off-Peak,"40,880","2,246,685",
2021,2021/P05,2021/W21,Scenic,Off-Peak,"18,805","770,208",
2021,2021/P05,2021/W21,West Suburban,Off-Peak,"227,754","2,551,008",
2021,2021/P05,2021/W21,East Suburban,Peak,"28,596","537,798",
2021,2021/P05,2021/W21,eXpress,Peak,"11,322","362,661",
2021,2021/P05,2021/W21,Inter7City,Peak,"24,543","1,151,136",
2021,2021/P05,2021/W21,Scenic,Peak,"13,218","560,154",
2021,2021/P05,2021/W21,West Suburban,Peak,"125,366","1,535,780",
2021,2021/P06,2021/W22,East Suburban,Commuter,"7,246","125,645",
2021,2021/P06,2021/W22,eXpress,Commuter,"2,552","66,067",
2021,2021/P06,2021/W22,Inter7City,Commuter,"4,321","93,707",
2021,2021/P06,2021/W22,Scenic,Commuter,"2,474","41,659",
2021,2021/P06,2021/W22,West Suburban,Commuter,"46,880","484,200",
2021,2021/P06,2021/W22,East Suburban,Off-Peak,"53,499","1,053,995",
2021,2021/P06,2021/W22,eXpress,Off-Peak,"30,621","1,129,172",
2021,2021/P06,2021/W22,Inter7City,Off-Peak,"45,093","2,337,439",
2021,2021/P06,2021/W22,Scenic,Off-Peak,"20,793","746,464",
2021,2021/P06,2021/W22,West Suburban,Off-Peak,"283,088","3,490,931",
2021,2021/P06,2021/W22,East Suburban,Peak,"29,226","541,285",
2021,2021/P06,2021/W22,eXpress,Peak,"10,851","345,088",
2021,2021/P06,2021/W22,Inter7City,Peak,"25,382","1,192,665",
2021,2021/P06,2021/W22,Scenic,Peak,"14,801","622,543",
2021,2021/P06,2021/W22,West Suburban,Peak,"122,675","1,562,079",
2021,2021/P06,2021/W23,East Suburban,Commuter,"8,173","139,590",
2021,2021/P06,2021/W23,eXpress,Commuter,"3,190","81,488",
2021,2021/P06,2021/W23,Inter7City,Commuter,"4,635","99,987",
2021,2021/P06,2021/W23,Scenic,Commuter,"2,938","49,721",
2021,2021/P06,2021/W23,West Suburban,Commuter,"54,076","554,407",
2021,2021/P06,2021/W23,East Suburban,Off-Peak,"47,710","936,209",
2021,2021/P06,2021/W23,eXpress,Off-Peak,"32,445","1,196,603",
2021,2021/P06,2021/W23,Inter7City,Off-Peak,"45,573","2,495,533",
2021,2021/P06,2021/W23,Scenic,Off-Peak,"20,985","843,751",
2021,2021/P06,2021/W23,West Suburban,Off-Peak,"296,016","3,452,036",
2021,2021/P06,2021/W23,East Suburban,Peak,"30,233","566,431",
2021,2021/P06,2021/W23,eXpress,Peak,"12,916","416,837",
2021,2021/P06,2021/W23,Inter7City,Peak,"25,528","1,194,413",
2021,2021/P06,2021/W23,Scenic,Peak,"15,075","624,903",
2021,2021/P06,2021/W23,West Suburban,Peak,"139,142","1,726,264",
2021,2021/P06,2021/W24,East Suburban,Commuter,"8,020","138,968",
2021,2021/P06,2021/W24,eXpress,Commuter,"3,249","87,101",
2021,2021/P06,2021/W24,Inter7City,Commuter,"4,677","102,665",
2021,2021/P06,2021/W24,Scenic,Commuter,"2,863","47,251",
2021,2021/P06,2021/W24,West Suburban,Commuter,"54,235","551,095",
2021,2021/P06,2021/W24,East Suburban,Off-Peak,"44,795","868,272",
2021,2021/P06,2021/W24,eXpress,Off-Peak,"34,854","1,302,876",
2021,2021/P06,2021/W24,Inter7City,Off-Peak,"44,976","2,560,340",
2021,2021/P06,2021/W24,Scenic,Off-Peak,"20,249","763,885",
2021,2021/P06,2021/W24,West Suburban,Off-Peak,"303,595","3,496,292",
2021,2021/P06,2021/W24,East Suburban,Peak,"32,194","606,784",
2021,2021/P06,2021/W24,eXpress,Peak,"14,201","464,030",
2021,2021/P06,2021/W24,Inter7City,Peak,"26,748","1,265,853",
2021,2021/P06,2021/W24,Scenic,Peak,"15,376","639,510",
2021,2021/P06,2021/W24,West Suburban,Peak,"144,382","1,819,651",
2021,2021/P06,2021/W25,East Suburban,Commuter,"7,831","136,248",
2021,2021/P06,2021/W25,eXpress,Commuter,"2,958","76,421",
2021,2021/P06,2021/W25,Inter7City,Commuter,"4,403","95,378",
2021,2021/P06,2021/W25,Scenic,Commuter,"2,839","47,308",
2021,2021/P06,2021/W25,West Suburban,Commuter,"52,279","534,853",
2021,2021/P06,2021/W25,East Suburban,Off-Peak,"47,422","922,647",
2021,2021/P06,2021/W25,eXpress,Off-Peak,"34,280","1,269,936",
2021,2021/P06,2021/W25,Inter7City,Off-Peak,"47,352","2,780,812",
2021,2021/P06,2021/W25,Scenic,Off-Peak,"21,066","822,031",
2021,2021/P06,2021/W25,West Suburban,Off-Peak,"303,390","3,496,643",
2021,2021/P06,2021/W25,East Suburban,Peak,"30,499","579,743",
2021,2021/P06,2021/W25,eXpress,Peak,"13,088","422,995",
2021,2021/P06,2021/W25,Inter7City,Peak,"25,762","1,219,744",
2021,2021/P06,2021/W25,Scenic,Peak,"15,278","659,787",
2021,2021/P06,2021/W25,West Suburban,Peak,"139,320","1,762,936",
2021,2021/P07,2021/W26,East Suburban,Commuter,"6,905","120,743",
2021,2021/P07,2021/W26,eXpress,Commuter,"2,851","75,274",
2021,2021/P07,2021/W26,Inter7City,Commuter,"3,967","87,887",
2021,2021/P07,2021/W26,Scenic,Commuter,"2,918","46,951",
2021,2021/P07,2021/W26,West Suburban,Commuter,"50,837","527,459",
2021,2021/P07,2021/W26,East Suburban,Off-Peak,"58,117","1,142,431",
2021,2021/P07,2021/W26,eXpress,Off-Peak,"39,028","1,445,129",
2021,2021/P07,2021/W26,Inter7City,Off-Peak,"55,365","3,161,082",
2021,2021/P07,2021/W26,Scenic,Off-Peak,"24,850","912,376",
2021,2021/P07,2021/W26,West Suburban,Off-Peak,"344,844","4,734,075",
2021,2021/P07,2021/W26,East Suburban,Peak,"31,753","611,442",
2021,2021/P07,2021/W26,eXpress,Peak,"13,336","433,122",
2021,2021/P07,2021/W26,Inter7City,Peak,"27,042","1,324,916",
2021,2021/P07,2021/W26,Scenic,Peak,"16,786","729,327",
2021,2021/P07,2021/W26,West Suburban,Peak,"138,791","1,859,862",
2021,2021/P07,2021/W27,East Suburban,Commuter,"6,721","120,801",
2021,2021/P07,2021/W27,eXpress,Commuter,"2,578","66,823",
2021,2021/P07,2021/W27,Inter7City,Commuter,"3,834","84,987",
2021,2021/P07,2021/W27,Scenic,Commuter,"2,813","45,454",
2021,2021/P07,2021/W27,West Suburban,Commuter,"50,130","515,124",
2021,2021/P07,2021/W27,East Suburban,Off-Peak,"56,276","1,101,477",
2021,2021/P07,2021/W27,eXpress,Off-Peak,"36,730","1,358,387",
2021,2021/P07,2021/W27,Inter7City,Off-Peak,"56,289","3,301,684",
2021,2021/P07,2021/W27,Scenic,Off-Peak,"24,708","950,230",
2021,2021/P07,2021/W27,West Suburban,Off-Peak,"319,821","3,879,930",
2021,2021/P07,2021/W27,East Suburban,Peak,"31,029","592,029",
2021,2021/P07,2021/W27,eXpress,Peak,"13,176","425,920",
2021,2021/P07,2021/W27,Inter7City,Peak,"26,929","1,356,812",
2021,2021/P07,2021/W27,Scenic,Peak,"17,156","786,843",
2021,2021/P07,2021/W27,West Suburban,Peak,"135,090","1,749,718",
2021,2021/P07,2021/W28,East Suburban,Commuter,"6,702","120,434",
2021,2021/P07,2021/W28,eXpress,Commuter,"2,751","72,262",
2021,2021/P07,2021/W28,Inter7City,Commuter,"3,822","85,818",
2021,2021/P07,2021/W28,Scenic,Commuter,"2,739","42,754",
2021,2021/P07,2021/W28,West Suburban,Commuter,"49,730","515,981",
2021,2021/P07,2021/W28,East Suburban,Off-Peak,"65,953","1,309,652",
2021,2021/P07,2021/W28,eXpress,Off-Peak,"40,185","1,507,648",
2021,2021/P07,2021/W28,Inter7City,Off-Peak,"59,543","3,377,099",
2021,2021/P07,2021/W28,Scenic,Off-Peak,"25,389","972,409",
2021,2021/P07,2021/W28,West Suburban,Off-Peak,"349,892","4,604,117",
2021,2021/P07,2021/W28,East Suburban,Peak,"34,316","647,510",
2021,2021/P07,2021/W28,eXpress,Peak,"13,519","437,266",
2021,2021/P07,2021/W28,Inter7City,Peak,"28,389","1,387,327",
2021,2021/P07,2021/W28,Scenic,Peak,"17,240","773,267",
2021,2021/P07,2021/W28,West Suburban,Peak,"142,658","1,869,727",
2021,2021/P07,2021/W29,East Suburban,Commuter,"6,638","120,117",
2021,2021/P07,2021/W29,eXpress,Commuter,"2,645","69,219",
2021,2021/P07,2021/W29,Inter7City,Commuter,"3,760","83,831",
2021,2021/P07,2021/W29,Scenic,Commuter,"2,719","42,757",
2021,2021/P07,2021/W29,West Suburban,Commuter,"48,729","495,731",
2021,2021/P07,2021/W29,East Suburban,Off-Peak,"67,160","1,358,598",
2021,2021/P07,2021/W29,eXpress,Off-Peak,"42,814","1,597,627",
2021,2021/P07,2021/W29,Inter7City,Off-Peak,"60,962","3,406,591",
2021,2021/P07,2021/W29,Scenic,Off-Peak,"23,498","887,000",
2021,2021/P07,2021/W29,West Suburban,Off-Peak,"360,745","4,884,216",
2021,2021/P07,2021/W29,East Suburban,Peak,"34,524","667,583",
2021,2021/P07,2021/W29,eXpress,Peak,"13,807","445,648",
2021,2021/P07,2021/W29,Inter7City,Peak,"30,030","1,491,759",
2021,2021/P07,2021/W29,Scenic,Peak,"17,666","791,166",
2021,2021/P07,2021/W29,West Suburban,Peak,"141,099","1,816,954",
2021,2021/P08,2021/W30,East Suburban,Commuter,"6,768","119,719",
2021,2021/P08,2021/W30,eXpress,Commuter,"2,685","70,523",
2021,2021/P08,2021/W30,Inter7City,Commuter,"3,824","85,427",
2021,2021/P08,2021/W30,Scenic,Commuter,"2,583","41,435",
2021,2021/P08,2021/W30,West Suburban,Commuter,"48,221","498,325",
2021,2021/P08,2021/W30,East Suburban,Off-Peak,"68,614","1,374,319",
2021,2021/P08,2021/W30,eXpress,Off-Peak,"45,294","1,669,355",
2021,2021/P08,2021/W30,Inter7City,Off-Peak,"65,136","3,743,602",
2021,2021/P08,2021/W30,Scenic,Off-Peak,"27,914","1,009,498",
2021,2021/P08,2021/W30,West Suburban,Off-Peak,"364,700","4,573,976",
2021,2021/P08,2021/W30,East Suburban,Peak,"35,559","682,560",
2021,2021/P08,2021/W30,eXpress,Peak,"14,846","481,716",
2021,2021/P08,2021/W30,Inter7City,Peak,"30,770","1,555,148",
2021,2021/P08,2021/W30,Scenic,Peak,"18,474","834,872",
2021,2021/P08,2021/W30,West Suburban,Peak,"147,935","1,930,382",
2021,2021/P08,2021/W31,East Suburban,Commuter,"7,022","131,470",
2021,2021/P08,2021/W31,eXpress,Commuter,"2,898","77,457",
2021,2021/P08,2021/W31,Inter7City,Commuter,"3,910","88,469",
2021,2021/P08,2021/W31,Scenic,Commuter,"2,528","40,956",
2021,2021/P08,2021/W31,West Suburban,Commuter,"50,539","524,451",
2021,2021/P08,2021/W31,East Suburban,Off-Peak,"74,329","1,482,359",
2021,2021/P08,2021/W31,eXpress,Off-Peak,"48,014","1,800,484",
2021,2021/P08,2021/W31,Inter7City,Off-Peak,"69,158","3,860,861",
2021,2021/P08,2021/W31,Scenic,Off-Peak,"30,700","1,143,989",
2021,2021/P08,2021/W31,West Suburban,Off-Peak,"362,293","4,519,887",
2021,2021/P08,2021/W31,East Suburban,Peak,"37,200","710,351",
2021,2021/P08,2021/W31,eXpress,Peak,"14,778","478,519",
2021,2021/P08,2021/W31,Inter7City,Peak,"31,735","1,582,778",
2021,2021/P08,2021/W31,Scenic,Peak,"19,329","864,337",
2021,2021/P08,2021/W31,West Suburban,Peak,"149,927","1,966,969",
2021,2021/P08,2021/W32,East Suburban,Commuter,"7,405","134,470",
2021,2021/P08,2021/W32,eXpress,Commuter,"2,769","73,472",
2021,2021/P08,2021/W32,Inter7City,Commuter,"4,021","94,014",
2021,2021/P08,2021/W32,Scenic,Commuter,"2,244","37,601",
2021,2021/P08,2021/W32,West Suburban,Commuter,"48,958","539,903",
2021,2021/P08,2021/W32,East Suburban,Off-Peak,"80,432","1,617,940",
2021,2021/P08,2021/W32,eXpress,Off-Peak,"55,574","2,073,442",
2021,2021/P08,2021/W32,Inter7City,Off-Peak,"70,435","3,763,849",
2021,2021/P08,2021/W32,Scenic,Off-Peak,"33,099","1,244,114",
2021,2021/P08,2021/W32,West Suburban,Off-Peak,"385,630","4,724,939",
2021,2021/P08,2021/W32,East Suburban,Peak,"40,263","771,634",
2021,2021/P08,2021/W32,eXpress,Peak,"16,939","550,892",
