CalendarYear,CalendarPeriod,CalendarWeek,ServiceGroup4,ProdGrp1,OpJourneys on selDates,OpMiles on selDates,
2017,2017/P02,2017/W09,East Suburban,Off-Peak,"67,420","1,309,744",
2017,2017/P02,2017/W09,eXpress,Off-Peak,"60,607","2,245,343",
2017,2017/P02,2017/W09,Inter7City,Off-Peak,"86,222","5,721,448",
2017,2017/P02,2017/W09,Scenic,Off-Peak,"33,051","1,310,066",
2017,2017/P02,2017/W09,West Suburban,Off-Peak,"541,522","5,592,470",
2017,2017/P02,2017/W09,East Suburban,Peak,"69,147","1,293,208",
2017,2017/P02,2017/W09,eXpress,Peak,"38,823","1,363,651",
2017,2017/P02,2017/W09,Inter7City,Peak,"61,895","3,203,970",
2017,2017/P02,2017/W09,Scenic,Peak,"21,757","626,786",
2017,2017/P02,2017/W09,West Suburban,Peak,"305,086","3,729,466",
2017,2017/P03,2017/W10,East Suburban,Commuter,"72,459","1,227,997",
2017,2017/P03,2017/W10,eXpress,Commuter,"39,133","1,108,322",
2017,2017/P03,2017/W10,Inter7City,Commuter,"28,985","769,638",
2017,2017/P03,2017/W10,Scenic,Commuter,"10,040","186,731",
2017,2017/P03,2017/W10,West Suburban,Commuter,"361,051","3,977,602",
2017,2017/P03,2017/W10,East Suburban,Off-Peak,"66,291","1,285,570",
2017,2017/P03,2017/W10,eXpress,Off-Peak,"59,567","2,223,225",
2017,2017/P03,2017/W10,Inter7City,Off-Peak,"86,899","5,745,788",
2017,2017/P03,2017/W10,Scenic,Off-Peak,"31,281","1,282,542",
2017,2017/P03,2017/W10,West Suburban,Off-Peak,"536,689","5,546,418",
2017,2017/P03,2017/W10,East Suburban,Peak,"70,459","1,305,533",
2017,2017/P03,2017/W10,eXpress,Peak,"37,814","1,333,536",
2017,2017/P03,2017/W10,Inter7City,Peak,"62,208","3,260,027",
2017,2017/P03,2017/W10,Scenic,Peak,"21,759","660,253",
2017,2017/P03,2017/W10,West Suburban,Peak,"303,588","3,715,658",
2017,2017/P03,2017/W11,East Suburban,Commuter,"72,335","1,226,676",
2017,2017/P03,2017/W11,eXpress,Commuter,"38,667","1,100,358",
2017,2017/P03,2017/W11,Inter7City,Commuter,"28,517","755,587",
2017,2017/P03,2017/W11,Scenic,Commuter,"9,826","184,548",
2017,2017/P03,2017/W11,West Suburban,Commuter,"358,178","3,937,995",
2017,2017/P03,2017/W11,East Suburban,Off-Peak,"73,640","1,499,871",
2017,2017/P03,2017/W11,eXpress,Off-Peak,"65,932","2,479,563",
2017,2017/P03,2017/W11,Inter7City,Off-Peak,"86,713","5,566,467",
2017,2017/P03,2017/W11,Scenic,Off-Peak,"32,567","1,271,678",
2017,2017/P03,2017/W11,West Suburban,Off-Peak,"537,452","5,695,965",
2017,2017/P03,2017/W11,East Suburban,Peak,"72,860","1,355,003",
2017,2017/P03,2017/W11,eXpress,Peak,"38,752","1,356,603",
2017,2017/P03,2017/W11,Inter7City,Peak,"63,233","3,324,564",
2017,2017/P03,2017/W11,Scenic,Peak,"22,213","673,193",
2017,2017/P03,2017/W11,West Suburban,Peak,"305,056","3,772,357",
2017,2017/P03,2017/W12,East Suburban,Commuter,"71,120","1,199,196",
2017,2017/P03,2017/W12,eXpress,Commuter,"37,709","1,053,055",
2017,2017/P03,2017/W12,Inter7City,Commuter,"28,764","767,686",
2017,2017/P03,2017/W12,Scenic,Commuter,"10,219","189,512",
2017,2017/P03,2017/W12,West Suburban,Commuter,"355,104","3,907,360",
2017,2017/P03,2017/W12,East Suburban,Off-Peak,"69,900","1,367,049",
2017,2017/P03,2017/W12,eXpress,Off-Peak,"62,998","2,331,382",
2017,2017/P03,2017/W12,Inter7City,Off-Peak,"85,070","5,539,280",
2017,2017/P03,2017/W12,Scenic,Off-Peak,"32,755","1,299,062",
2017,2017/P03,2017/W12,West Suburban,Off-Peak,"546,386","5,797,630",
2017,2017/P03,2017/W12,East Suburban,Peak,"71,036","1,325,018",
2017,2017/P03,2017/W12,eXpress,Peak,"39,283","1,380,104",
2017,2017/P03,2017/W12,Inter7City,Peak,"61,938","3,302,704",
2017,2017/P03,2017/W12,Scenic,Peak,"22,804","712,244",
2017,2017/P03,2017/W12,West Suburban,Peak,"305,183","3,794,589",
2017,2017/P03,2017/W13,East Suburban,Commuter,"67,109","1,139,676",
2017,2017/P03,2017/W13,eXpress,Commuter,"35,232","991,221",
2017,2017/P03,2017/W13,Inter7City,Commuter,"26,311","695,111",
2017,2017/P03,2017/W13,Scenic,Commuter,"9,445","178,481",
2017,2017/P03,2017/W13,West Suburban,Commuter,"330,557","3,603,696",
2017,2017/P03,2017/W13,East Suburban,Off-Peak,"49,462","958,848",
2017,2017/P03,2017/W13,eXpress,Off-Peak,"45,660","1,719,034",
2017,2017/P03,2017/W13,Inter7City,Off-Peak,"68,349","4,691,210",
2017,2017/P03,2017/W13,Scenic,Off-Peak,"24,886","1,079,282",
2017,2017/P03,2017/W13,West Suburban,Off-Peak,"431,920","4,449,210",
2017,2017/P03,2017/W13,East Suburban,Peak,"65,121","1,213,149",
2017,2017/P03,2017/W13,eXpress,Peak,"35,894","1,260,271",
2017,2017/P03,2017/W13,Inter7City,Peak,"56,793","3,020,392",
2017,2017/P03,2017/W13,Scenic,Peak,"20,383","636,633",
2017,2017/P03,2017/W13,West Suburban,Peak,"285,473","3,540,046",
2017,2017/P04,2017/W14,East Suburban,Commuter,"65,626","1,110,012",
2017,2017/P04,2017/W14,eXpress,Commuter,"36,129","1,044,600",
2017,2017/P04,2017/W14,Inter7City,Commuter,"24,482","660,877",
2017,2017/P04,2017/W14,Scenic,Commuter,"9,158","168,590",
2017,2017/P04,2017/W14,West Suburban,Commuter,"325,858","3,541,320",
2017,2017/P04,2017/W14,East Suburban,Off-Peak,"112,266","2,193,422",
2017,2017/P04,2017/W14,eXpress,Off-Peak,"84,664","3,096,033",
2017,2017/P04,2017/W14,Inter7City,Off-Peak,"122,253","7,422,576",
2017,2017/P04,2017/W14,Scenic,Off-Peak,"53,422","2,124,797",
2017,2017/P04,2017/W14,West Suburban,Off-Peak,"699,416","7,985,873",
2017,2017/P04,2017/W14,East Suburban,Peak,"70,858","1,298,896",
2017,2017/P04,2017/W14,eXpress,Peak,"34,199","1,170,212",
2017,2017/P04,2017/W14,Inter7City,Peak,"63,683","3,364,504",
2017,2017/P04,2017/W14,Scenic,Peak,"25,952","880,275",
2017,2017/P04,2017/W14,West Suburban,Peak,"285,490","3,682,910",
2017,2017/P04,2017/W15,East Suburban,Commuter,"45,552","774,290",
2017,2017/P04,2017/W15,eXpress,Commuter,"23,300","627,379",
2017,2017/P04,2017/W15,Inter7City,Commuter,"17,199","459,733",
2017,2017/P04,2017/W15,Scenic,Commuter,"6,284","119,332",
2017,2017/P04,2017/W15,West Suburban,Commuter,"227,657","2,430,521",
2017,2017/P04,2017/W15,East Suburban,Off-Peak,"97,613","1,917,134",
2017,2017/P04,2017/W15,eXpress,Off-Peak,"74,967","2,750,459",
2017,2017/P04,2017/W15,Inter7City,Off-Peak,"106,900","6,429,004",
2017,2017/P04,2017/W15,Scenic,Off-Peak,"46,660","1,853,181",
2017,2017/P04,2017/W15,West Suburban,Off-Peak,"592,268","6,737,368",
2017,2017/P04,2017/W15,East Suburban,Peak,"59,469","1,099,351",
2017,2017/P04,2017/W15,eXpress,Peak,"28,261","956,902",
2017,2017/P04,2017/W15,Inter7City,Peak,"54,861","2,940,003",
2017,2017/P04,2017/W15,Scenic,Peak,"23,101","866,858",
2017,2017/P04,2017/W15,West Suburban,Peak,"241,521","3,166,857",
2017,2017/P04,2017/W16,East Suburban,Commuter,"56,432","958,661",
2017,2017/P04,2017/W16,eXpress,Commuter,"30,273","861,622",
2017,2017/P04,2017/W16,Inter7City,Commuter,"22,830","609,809",
2017,2017/P04,2017/W16,Scenic,Commuter,"7,944","147,065",
2017,2017/P04,2017/W16,West Suburban,Commuter,"276,073","2,980,067",
2017,2017/P04,2017/W16,East Suburban,Off-Peak,"72,691","1,444,251",
2017,2017/P04,2017/W16,eXpress,Off-Peak,"64,849","2,422,167",
2017,2017/P04,2017/W16,Inter7City,Off-Peak,"85,877","5,469,035",
2017,2017/P04,2017/W16,Scenic,Off-Peak,"35,979","1,445,965",
2017,2017/P04,2017/W16,West Suburban,Off-Peak,"533,225","5,856,561",
2017,2017/P04,2017/W16,East Suburban,Peak,"63,959","1,174,476",
2017,2017/P04,2017/W16,eXpress,Peak,"33,060","1,139,706",
2017,2017/P04,2017/W16,Inter7City,Peak,"58,762","3,118,016",
2017,2017/P04,2017/W16,Scenic,Peak,"23,160","815,588",
2017,2017/P04,2017/W16,West Suburban,Peak,"276,343","3,485,246",
2017,2017/P04,2017/W17,East Suburban,Commuter,"64,861","1,095,702",
2017,2017/P04,2017/W17,eXpress,Commuter,"35,912","1,029,615",
2017,2017/P04,2017/W17,Inter7City,Commuter,"26,029","699,385",
2017,2017/P04,2017/W17,Scenic,Commuter,"9,211","174,471",
2017,2017/P04,2017/W17,West Suburban,Commuter,"312,254","3,365,250",
2017,2017/P04,2017/W17,East Suburban,Off-Peak,"69,789","1,374,904",
2017,2017/P04,2017/W17,eXpress,Off-Peak,"59,841","2,221,208",
2017,2017/P04,2017/W17,Inter7City,Off-Peak,"84,526","5,487,223",
2017,2017/P04,2017/W17,Scenic,Off-Peak,"36,047","1,539,554",
2017,2017/P04,2017/W17,West Suburban,Off-Peak,"523,147","5,523,130",
2017,2017/P04,2017/W17,East Suburban,Peak,"70,646","1,307,895",
2017,2017/P04,2017/W17,eXpress,Peak,"37,892","1,321,748",
2017,2017/P04,2017/W17,Inter7City,Peak,"61,072","3,286,133",
2017,2017/P04,2017/W17,Scenic,Peak,"24,046","814,720",
2017,2017/P04,2017/W17,West Suburban,Peak,"306,166","3,809,961",
2017,2017/P05,2017/W18,East Suburban,Commuter,"59,181","1,002,481",
2017,2017/P05,2017/W18,eXpress,Commuter,"30,847","858,831",
2017,2017/P05,2017/W18,Inter7City,Commuter,"23,715","643,125",
2017,2017/P05,2017/W18,Scenic,Commuter,"8,130","150,616",
2017,2017/P05,2017/W18,West Suburban,Commuter,"285,539","3,068,189",
2017,2017/P05,2017/W18,East Suburban,Off-Peak,"79,921","1,525,189",
2017,2017/P05,2017/W18,eXpress,Off-Peak,"64,328","2,357,267",
2017,2017/P05,2017/W18,Inter7City,Off-Peak,"90,640","5,624,171",
2017,2017/P05,2017/W18,Scenic,Off-Peak,"37,744","1,527,777",
2017,2017/P05,2017/W18,West Suburban,Off-Peak,"572,322","6,408,003",
2017,2017/P05,2017/W18,East Suburban,Peak,"63,919","1,171,324",
2017,2017/P05,2017/W18,eXpress,Peak,"32,456","1,122,653",
2017,2017/P05,2017/W18,Inter7City,Peak,"57,295","2,999,676",
2017,2017/P05,2017/W18,Scenic,Peak,"23,512","833,766",
2017,2017/P05,2017/W18,West Suburban,Peak,"269,112","3,410,442",
2017,2017/P05,2017/W19,East Suburban,Commuter,"68,389","1,154,831",
2017,2017/P05,2017/W19,eXpress,Commuter,"35,931","1,016,794",
2017,2017/P05,2017/W19,Inter7City,Commuter,"27,879","752,137",
2017,2017/P05,2017/W19,Scenic,Commuter,"9,431","179,380",
2017,2017/P05,2017/W19,West Suburban,Commuter,"329,964","3,560,683",
2017,2017/P05,2017/W19,East Suburban,Off-Peak,"75,563","1,476,502",
2017,2017/P05,2017/W19,eXpress,Off-Peak,"67,187","2,533,398",
2017,2017/P05,2017/W19,Inter7City,Off-Peak,"87,913","5,689,036",
2017,2017/P05,2017/W19,Scenic,Off-Peak,"36,502","1,525,868",
2017,2017/P05,2017/W19,West Suburban,Off-Peak,"532,504","5,806,004",
2017,2017/P05,2017/W19,East Suburban,Peak,"69,956","1,294,700",
2017,2017/P05,2017/W19,eXpress,Peak,"37,841","1,327,668",
2017,2017/P05,2017/W19,Inter7City,Peak,"61,674","3,339,154",
2017,2017/P05,2017/W19,Scenic,Peak,"26,536","952,562",
2017,2017/P05,2017/W19,West Suburban,Peak,"295,811","3,709,527",
2017,2017/P05,2017/W20,East Suburban,Commuter,"69,007","1,163,612",
2017,2017/P05,2017/W20,eXpress,Commuter,"36,201","1,025,533",
2017,2017/P05,2017/W20,Inter7City,Commuter,"27,265","733,178",
2017,2017/P05,2017/W20,Scenic,Commuter,"9,593","180,646",
2017,2017/P05,2017/W20,West Suburban,Commuter,"332,702","3,588,048",
2017,2017/P05,2017/W20,East Suburban,Off-Peak,"67,918","1,299,903",
2017,2017/P05,2017/W20,eXpress,Off-Peak,"61,095","2,283,745",
2017,2017/P05,2017/W20,Inter7City,Off-Peak,"88,203","5,716,830",
2017,2017/P05,2017/W20,Scenic,Off-Peak,"37,313","1,676,292",
2017,2017/P05,2017/W20,West Suburban,Off-Peak,"531,293","5,603,396",
2017,2017/P05,2017/W20,East Suburban,Peak,"67,868","1,258,531",
2017,2017/P05,2017/W20,eXpress,Peak,"36,633","1,283,000",
2017,2017/P05,2017/W20,Inter7City,Peak,"62,826","3,433,980",
2017,2017/P05,2017/W20,Scenic,Peak,"25,323","918,880",
2017,2017/P05,2017/W20,West Suburban,Peak,"289,894","3,637,946",
2017,2017/P05,2017/W21,East Suburban,Commuter,"64,818","1,089,804",
2017,2017/P05,2017/W21,eXpress,Commuter,"33,516","937,956",
2017,2017/P05,2017/W21,Inter7City,Commuter,"25,980","695,943",
2017,2017/P05,2017/W21,Scenic,Commuter,"8,797","169,517",
2017,2017/P05,2017/W21,West Suburban,Commuter,"303,826","3,265,571",
2017,2017/P05,2017/W21,East Suburban,Off-Peak,"78,558","1,494,820",
2017,2017/P05,2017/W21,eXpress,Off-Peak,"65,163","2,440,181",
2017,2017/P05,2017/W21,Inter7City,Off-Peak,"90,157","5,742,973",
2017,2017/P05,2017/W21,Scenic,Off-Peak,"35,733","1,500,497",
2017,2017/P05,2017/W21,West Suburban,Off-Peak,"575,207","6,422,172",
2017,2017/P05,2017/W21,East Suburban,Peak,"72,430","1,327,290",
2017,2017/P05,2017/W21,eXpress,Peak,"37,025","1,296,424",
2017,2017/P05,2017/W21,Inter7City,Peak,"65,025","3,574,496",
2017,2017/P05,2017/W21,Scenic,Peak,"27,035","982,276",
2017,2017/P05,2017/W21,West Suburban,Peak,"298,428","3,778,721",
2017,2017/P06,2017/W22,East Suburban,Commuter,"56,400","943,843",
2017,2017/P06,2017/W22,eXpress,Commuter,"29,701","842,364",
2017,2017/P06,2017/W22,Inter7City,Commuter,"22,793","614,767",
2017,2017/P06,2017/W22,Scenic,Commuter,"7,547","141,553",
2017,2017/P06,2017/W22,West Suburban,Commuter,"269,642","2,887,850",
2017,2017/P06,2017/W22,East Suburban,Off-Peak,"90,444","1,666,360",
2017,2017/P06,2017/W22,eXpress,Off-Peak,"68,569","2,516,823",
2017,2017/P06,2017/W22,Inter7City,Off-Peak,"93,250","5,796,469",
2017,2017/P06,2017/W22,Scenic,Off-Peak,"40,781","1,652,043",
2017,2017/P06,2017/W22,West Suburban,Off-Peak,"572,757","6,326,975",
2017,2017/P06,2017/W22,East Suburban,Peak,"67,694","1,219,178",
2017,2017/P06,2017/W22,eXpress,Peak,"34,023","1,169,614",
2017,2017/P06,2017/W22,Inter7City,Peak,"61,428","3,358,832",
2017,2017/P06,2017/W22,Scenic,Peak,"26,693","962,621",
2017,2017/P06,2017/W22,West Suburban,Peak,"273,743","3,518,018",
2017,2017/P06,2017/W23,East Suburban,Commuter,"61,760","1,033,204",
2017,2017/P06,2017/W23,eXpress,Commuter,"32,340","922,385",
2017,2017/P06,2017/W23,Inter7City,Commuter,"24,100","650,867",
2017,2017/P06,2017/W23,Scenic,Commuter,"8,164","154,168",
2017,2017/P06,2017/W23,West Suburban,Commuter,"291,100","3,148,347",
2017,2017/P06,2017/W23,East Suburban,Off-Peak,"72,442","1,447,055",
2017,2017/P06,2017/W23,eXpress,Off-Peak,"66,478","2,512,370",
2017,2017/P06,2017/W23,Inter7City,Off-Peak,"86,135","5,640,327",
2017,2017/P06,2017/W23,Scenic,Off-Peak,"34,566","1,465,057",
2017,2017/P06,2017/W23,West Suburban,Off-Peak,"516,029","5,393,452",
2017,2017/P06,2017/W23,East Suburban,Peak,"70,347","1,305,626",
2017,2017/P06,2017/W23,eXpress,Peak,"37,791","1,327,029",
2017,2017/P06,2017/W23,Inter7City,Peak,"61,510","3,434,502",
2017,2017/P06,2017/W23,Scenic,Peak,"25,183","889,814",
2017,2017/P06,2017/W23,West Suburban,Peak,"287,235","3,567,475",
2017,2017/P06,2017/W24,East Suburban,Commuter,"61,592","1,030,241",
2017,2017/P06,2017/W24,eXpress,Commuter,"32,564","946,126",
2017,2017/P06,2017/W24,Inter7City,Commuter,"23,870","640,043",
2017,2017/P06,2017/W24,Scenic,Commuter,"8,198","154,794",
2017,2017/P06,2017/W24,West Suburban,Commuter,"290,167","3,144,123",
2017,2017/P06,2017/W24,East Suburban,Off-Peak,"75,350","1,461,649",
2017,2017/P06,2017/W24,eXpress,Off-Peak,"59,623","2,221,538",
2017,2017/P06,2017/W24,Inter7City,Off-Peak,"84,965","5,422,995",
2017,2017/P06,2017/W24,Scenic,Off-Peak,"34,835","1,527,352",
2017,2017/P06,2017/W24,West Suburban,Off-Peak,"521,841","5,583,142",
2017,2017/P06,2017/W24,East Suburban,Peak,"69,400","1,277,342",
2017,2017/P06,2017/W24,eXpress,Peak,"36,317","1,276,979",
2017,2017/P06,2017/W24,Inter7City,Peak,"62,513","3,391,138",
2017,2017/P06,2017/W24,Scenic,Peak,"25,376","901,938",
2017,2017/P06,2017/W24,West Suburban,Peak,"281,965","3,538,251",
2017,2017/P06,2017/W25,East Suburban,Commuter,"60,638","1,013,596",
2017,2017/P06,2017/W25,eXpress,Commuter,"31,045","866,891",
2017,2017/P06,2017/W25,Inter7City,Commuter,"23,177","618,943",
2017,2017/P06,2017/W25,Scenic,Commuter,"8,209","158,916",
2017,2017/P06,2017/W25,West Suburban,Commuter,"283,438","3,086,042",
2017,2017/P06,2017/W25,East Suburban,Off-Peak,"74,610","1,430,794",
2017,2017/P06,2017/W25,eXpress,Off-Peak,"61,502","2,299,810",
2017,2017/P06,2017/W25,Inter7City,Off-Peak,"87,474","5,636,600",
2017,2017/P06,2017/W25,Scenic,Off-Peak,"32,536","1,423,581",
2017,2017/P06,2017/W25,West Suburban,Off-Peak,"542,800","5,848,973",
2017,2017/P06,2017/W25,East Suburban,Peak,"71,457","1,327,220",
2017,2017/P06,2017/W25,eXpress,Peak,"37,080","1,305,901",
2017,2017/P06,2017/W25,Inter7City,Peak,"63,279","3,464,469",
2017,2017/P06,2017/W25,Scenic,Peak,"25,081","889,747",
2017,2017/P06,2017/W25,West Suburban,Peak,"281,660","3,565,648",
2017,2017/P07,2017/W26,East Suburban,Commuter,"58,597","980,125",
2017,2017/P07,2017/W26,eXpress,Commuter,"30,169","871,532",
2017,2017/P07,2017/W26,Inter7City,Commuter,"21,855","587,155",
2017,2017/P07,2017/W26,Scenic,Commuter,"7,774","146,651",
2017,2017/P07,2017/W26,West Suburban,Commuter,"266,663","2,931,369",
2017,2017/P07,2017/W26,East Suburban,Off-Peak,"77,782","1,483,773",
2017,2017/P07,2017/W26,eXpress,Off-Peak,"61,819","2,281,294",
2017,2017/P07,2017/W26,Inter7City,Off-Peak,"88,524","5,582,275",
2017,2017/P07,2017/W26,Scenic,Off-Peak,"35,773","1,536,144",
2017,2017/P07,2017/W26,West Suburban,Off-Peak,"546,605","5,940,719",
2017,2017/P07,2017/W26,East Suburban,Peak,"69,949","1,283,381",
2017,2017/P07,2017/W26,eXpress,Peak,"35,791","1,244,306",
2017,2017/P07,2017/W26,Inter7City,Peak,"61,434","3,294,067",
2017,2017/P07,2017/W26,Scenic,Peak,"25,733","921,878",
2017,2017/P07,2017/W26,West Suburban,Peak,"273,841","3,503,517",
2017,2017/P07,2017/W27,East Suburban,Commuter,"54,511","912,973",
2017,2017/P07,2017/W27,eXpress,Commuter,"27,956","801,839",
2017,2017/P07,2017/W27,Inter7City,Commuter,"20,803","571,242",
2017,2017/P07,2017/W27,Scenic,Commuter,"7,655","140,783",
2017,2017/P07,2017/W27,West Suburban,Commuter,"257,224","2,820,984",
2017,2017/P07,2017/W27,East Suburban,Off-Peak,"84,327","1,611,383",
2017,2017/P07,2017/W27,eXpress,Off-Peak,"67,998","2,525,907",
2017,2017/P07,2017/W27,Inter7City,Off-Peak,"95,933","6,015,559",
2017,2017/P07,2017/W27,Scenic,Off-Peak,"39,342","1,696,235",
2017,2017/P07,2017/W27,West Suburban,Off-Peak,"558,251","6,282,613",
2017,2017/P07,2017/W27,East Suburban,Peak,"63,254","1,168,904",
2017,2017/P07,2017/W27,eXpress,Peak,"32,466","1,120,623",
2017,2017/P07,2017/W27,Inter7City,Peak,"58,222","3,234,232",
2017,2017/P07,2017/W27,Scenic,Peak,"24,265","925,145",
2017,2017/P07,2017/W27,West Suburban,Peak,"258,341","3,351,559",
2017,2017/P07,2017/W28,East Suburban,Commuter,"55,042","919,431",
2017,2017/P07,2017/W28,eXpress,Commuter,"26,969","752,694",
2017,2017/P07,2017/W28,Inter7City,Commuter,"20,782","566,998",
2017,2017/P07,2017/W28,Scenic,Commuter,"7,774","147,950",
2017,2017/P07,2017/W28,West Suburban,Commuter,"260,264","2,840,788",
2017,2017/P07,2017/W28,East Suburban,Off-Peak,"83,555","1,618,251",
2017,2017/P07,2017/W28,eXpress,Off-Peak,"61,902","2,291,871",
2017,2017/P07,2017/W28,Inter7City,Off-Peak,"91,314","5,710,777",
2017,2017/P07,2017/W28,Scenic,Off-Peak,"40,536","1,831,148",
2017,2017/P07,2017/W28,West Suburban,Off-Peak,"540,685","6,180,123",
2017,2017/P07,2017/W28,East Suburban,Peak,"60,656","1,110,317",
2017,2017/P07,2017/W28,eXpress,Peak,"29,506","1,018,803",
2017,2017/P07,2017/W28,Inter7City,Peak,"55,140","3,050,150",
2017,2017/P07,2017/W28,Scenic,Peak,"24,480","935,719",
2017,2017/P07,2017/W28,West Suburban,Peak,"252,371","3,281,061",
2017,2017/P07,2017/W29,East Suburban,Commuter,"56,175","939,251",
2017,2017/P07,2017/W29,eXpress,Commuter,"29,654","851,831",
2017,2017/P07,2017/W29,Inter7City,Commuter,"20,872","565,016",
2017,2017/P07,2017/W29,Scenic,Commuter,"7,655","139,599",
2017,2017/P07,2017/W29,West Suburban,Commuter,"262,091","2,869,633",
2017,2017/P07,2017/W29,East Suburban,Off-Peak,"91,134","1,750,731",
2017,2017/P07,2017/W29,eXpress,Off-Peak,"61,408","2,261,797",
2017,2017/P07,2017/W29,Inter7City,Off-Peak,"94,417","5,714,196",
2017,2017/P07,2017/W29,Scenic,Off-Peak,"35,754","1,544,382",
2017,2017/P07,2017/W29,West Suburban,Off-Peak,"579,979","6,991,545",
2017,2017/P07,2017/W29,East Suburban,Peak,"61,521","1,113,256",
2017,2017/P07,2017/W29,eXpress,Peak,"28,763","989,021",
2017,2017/P07,2017/W29,Inter7City,Peak,"56,026","3,006,061",
2017,2017/P07,2017/W29,Scenic,Peak,"23,568","890,160",
2017,2017/P07,2017/W29,West Suburban,Peak,"249,610","3,202,932",
2017,2017/P08,2017/W30,East Suburban,Commuter,"54,453","907,518",
2017,2017/P08,2017/W30,eXpress,Commuter,"29,596","851,160",
2017,2017/P08,2017/W30,Inter7City,Commuter,"20,350","548,101",
2017,2017/P08,2017/W30,Scenic,Commuter,"7,305","135,431",
2017,2017/P08,2017/W30,West Suburban,Commuter,"257,766","2,805,045",
2017,2017/P08,2017/W30,East Suburban,Off-Peak,"92,040","1,776,694",
2017,2017/P08,2017/W30,eXpress,Off-Peak,"63,377","2,315,081",
2017,2017/P08,2017/W30,Inter7City,Off-Peak,"97,526","5,925,687",
2017,2017/P08,2017/W30,Scenic,Off-Peak,"43,833","1,791,292",
2017,2017/P08,2017/W30,West Suburban,Off-Peak,"588,342","6,834,481",
2017,2017/P08,2017/W30,East Suburban,Peak,"64,260","1,169,005",
2017,2017/P08,2017/W30,eXpress,Peak,"31,738","1,099,741",
2017,2017/P08,2017/W30,Inter7City,Peak,"58,679","3,216,228",
2017,2017/P08,2017/W30,Scenic,Peak,"25,689","985,153",
2017,2017/P08,2017/W30,West Suburban,Peak,"263,589","3,395,394",
2017,2017/P08,2017/W31,East Suburban,Commuter,"57,809","965,237",
2017,2017/P08,2017/W31,eXpress,Commuter,"29,865","841,677",
2017,2017/P08,2017/W31,Inter7City,Commuter,"20,860","570,577",
2017,2017/P08,2017/W31,Scenic,Commuter,"7,462","136,502",
2017,2017/P08,2017/W31,West Suburban,Commuter,"267,982","2,905,922",
2017,2017/P08,2017/W31,East Suburban,Off-Peak,"113,577","2,240,492",
2017,2017/P08,2017/W31,eXpress,Off-Peak,"80,210","2,966,687",
2017,2017/P08,2017/W31,Inter7City,Off-Peak,"106,622","6,307,732",
2017,2017/P08,2017/W31,Scenic,Off-Peak,"46,938","1,876,286",
2017,2017/P08,2017/W31,West Suburban,Off-Peak,"616,541","7,036,597",
2017,2017/P08,2017/W31,East Suburban,Peak,"68,519","1,246,165",
2017,2017/P08,2017/W31,eXpress,Peak,"32,640","1,125,282",
2017,2017/P08,2017/W31,Inter7City,Peak,"59,565","3,276,117",
2017,2017/P08,2017/W31,Scenic,Peak,"26,979","1,019,234",
2017,2017/P08,2017/W31,West Suburban,Peak,"265,140","3,410,529",
2017,2017/P08,2017/W32,East Suburban,Commuter,"57,994","966,483",
2017,2017/P08,2017/W32,eXpress,Commuter,"29,796","845,006",
2017,2017/P08,2017/W32,Inter7City,Commuter,"21,172","574,293",
2017,2017/P08,2017/W32,Scenic,Commuter,"7,819","143,897",
2017,2017/P08,2017/W32,West Suburban,Commuter,"270,454","2,932,156",
2017,2017/P08,2017/W32,East Suburban,Off-Peak,"148,263","3,066,562",
2017,2017/P08,2017/W32,eXpress,Off-Peak,"108,260","4,062,690",
2017,2017/P08,2017/W32,Inter7City,Off-Peak,"116,150","6,533,647",
2017,2017/P08,2017/W32,Scenic,Off-Peak,"55,037","2,061,296",
2017,2017/P08,2017/W32,West Suburban,Off-Peak,"652,705","7,911,653",
2017,2017/P08,2017/W32,East Suburban,Peak,"74,446","1,370,570",
2017,2017/P08,2017/W32,eXpress,Peak,"35,419","1,231,866",
2017,2017/P08,2017/W32,Inter7City,Peak,"62,612","3,411,326",
2017,2017/P08,2017/W32,Scenic,Peak,"29,093","1,065,722",
2017,2017/P08,2017/W32,West Suburban,Peak,"269,746","3,511,184",
2017,2017/P08,2017/W33,East Suburban,Commuter,"59,560","990,216",
2017,2017/P08,2017/W33,eXpress,Commuter,"30,654","876,527",
2017,2017/P08,2017/W33,Inter7City,Commuter,"21,833","598,404",
2017,2017/P08,2017/W33,Scenic,Commuter,"7,929","148,333",
2017,2017/P08,2017/W33,West Suburban,Commuter,"283,847","3,044,981",
2017,2017/P08,2017/W33,East Suburban,Off-Peak,"139,677","2,931,986",
2017,2017/P08,2017/W33,eXpress,Off-Peak,"104,802","3,939,090",
2017,2017/P08,2017/W33,Inter7City,Off-Peak,"108,628","6,320,343",
2017,2017/P08,2017/W33,Scenic,Off-Peak,"54,385","2,007,512",
2017,2017/P08,2017/W33,West Suburban,Off-Peak,"589,521","6,940,574",
2017,2017/P08,2017/W33,East Suburban,Peak,"76,799","1,418,775",
2017,2017/P08,2017/W33,eXpress,Peak,"37,405","1,307,489",
2017,2017/P08,2017/W33,Inter7City,Peak,"63,900","3,503,040",
2017,2017/P08,2017/W33,Scenic,Peak,"28,482","977,816",
2017,2017/P08,2017/W33,West Suburban,Peak,"281,183","3,591,228",
2017,2017/P09,2017/W34,East Suburban,Commuter,"60,143","1,005,493",
2017,2017/P09,2017/W34,eXpress,Commuter,"30,615","856,026",
